candidate_id,gender,race,age,education_years,experience_years,skill_score,interview_score,certification_count,project_count,gpa,hired
428,Female,White,58,17,35,55.88,60.03,3,7,3.9,0
429,Male,Asian,54,15,31,52.6,83.35,6,5,3.0,1
430,Male,White,48,12,26,87.04,96.72,5,10,3.01,1
431,Male,Asian,25,18,5,81.15,98.98,1,2,3.85,1
432,Female,White,43,19,21,80.86,59.54,4,8,2.58,1
433,Female,White,47,20,24,73.16,96.53,6,5,2.66,1
434,Male,Other,53,13,29,73.81,32.48,2,14,3.31,0
435,Male,White,45,12,24,84.14,82.21,6,6,3.57,1
436,Female,Other,56,15,33,56.2,74.99,7,10,3.4,0
437,Male,Other,58,16,35,61.17,47.47,7,1,3.58,1
438,Female,Hispanic,53,21,34,92.3,65.51,0,0,3.15,1
439,Female,Asian,28,12,5,58.53,39.07,1,0,3.73,0
440,Male,Black,54,16,34,72.78,91.01,7,2,3.1,1
441,Male,Hispanic,52,17,30,82.16,55.05,2,10,2.46,1
442,Non-Binary,White,33,14,11,100.0,73.82,1,2,3.08,0
443,Male,Black,32,18,12,66.12,41.11,1,7,3.43,0
444,Male,Asian,45,17,24,65.69,44.43,1,6,3.31,0
445,Female,Black,29,15,5,90.56,99.44,4,14,2.49,1
446,Non-Binary,Black,53,14,35,88.33,82.72,7,9,2.08,1
447,Non-Binary,White,59,16,35,83.86,97.34,3,7,2.5,1
448,Female,Black,43,14,19,67.79,50.71,1,0,3.97,0
449,Male,Hispanic,55,21,35,59.44,41.52,4,3,2.37,1
450,Male,White,40,20,19,76.52,65.21,0,7,2.93,1
451,Female,Other,41,20,21,92.57,64.63,7,9,3.28,1
452,Female,Asian,35,17,17,93.03,42.25,3,1,3.76,0
453,Male,Hispanic,54,17,31,46.51,81.33,4,6,3.52,1
454,Non-Binary,Black,31,15,9,65.7,55.32,6,7,3.82,0
455,Male,Hispanic,37,15,14,67.88,43.05,0,13,3.21,0
456,Female,White,25,13,3,98.66,53.24,6,8,3.73,0
457,Male,Hispanic,48,21,25,80.68,69.46,3,6,2.53,1
458,Female,White,49,15,29,64.43,80.85,4,11,2.86,0
459,Male,Hispanic,37,19,17,41.56,63.73,0,8,3.69,0
460,Male,Other,54,21,33,73.92,66.79,4,1,2.65,1
461,Male,White,40,13,17,45.76,39.73,0,10,3.74,0
462,Female,White,42,20,19,90.07,94.03,1,0,2.73,1
463,Female,Hispanic,43,12,22,85.15,95.01,1,0,2.73,0
464,Female,White,30,13,9,67.63,77.84,7,10,2.62,0
465,Non-Binary,Hispanic,30,13,10,65.75,31.23,3,11,3.09,0
466,Male,White,30,17,10,93.84,67.6,0,3,2.26,1
467,Male,White,48,18,29,57.31,74.05,1,0,2.07,0
468,Female,Other,38,14,15,54.94,99.63,3,6,3.79,0
469,Male,Asian,29,20,9,96.35,99.72,2,7,3.86,1
470,Non-Binary,Hispanic,37,16,19,88.55,90.03,1,2,2.15,0
471,Male,White,39,16,19,89.24,34.47,1,13,3.1,1
472,Non-Binary,Asian,54,15,31,51.71,96.73,5,0,3.08,0
473,Male,Black,22,20,1,48.6,72.89,4,2,2.74,0
474,Female,Asian,33,19,10,41.56,86.06,2,1,3.14,0
475,Female,Asian,27,15,9,54.22,58.5,0,5,2.92,0
476,Non-Binary,Black,26,15,2,86.45,52.38,3,10,2.98,0
477,Male,Black,37,13,14,54.4,62.43,2,6,3.51,0
478,Female,White,39,20,15,83.75,40.28,0,8,3.05,0
479,Non-Binary,Hispanic,39,14,16,55.11,54.99,1,4,2.65,0
480,Female,White,22,15,4,63.72,90.03,6,3,3.16,0
481,Female,Asian,40,18,16,98.99,32.66,5,0,3.28,0
482,Female,White,29,21,5,54.69,40.56,7,10,3.32,0
483,Female,Asian,24,19,6,62.58,38.76,6,13,3.24,0
484,Female,Asian,46,19,23,58.07,58.22,7,5,3.33,0
485,Female,White,26,15,7,46.58,99.79,3,10,2.62,0
486,Non-Binary,White,40,18,20,69.39,42.14,3,7,2.89,0
487,Male,White,39,21,17,62.72,40.18,2,3,3.34,1
488,Male,Asian,52,12,32,81.69,94.05,7,0,3.51,1
489,Non-Binary,Hispanic,54,17,30,89.06,91.74,4,13,2.87,1
490,Female,White,39,17,16,72.65,32.26,0,13,2.73,0
491,Female,Asian,37,17,14,41.93,82.62,7,4,3.43,0
492,Female,White,37,13,14,77.14,75.88,5,9,2.44,0
493,Male,Black,59,19,35,43.32,83.74,7,4,2.02,1
494,Male,Other,28,16,9,76.98,64.62,7,1,2.94,0
495,Female,White,35,16,13,81.1,99.4,5,5,2.35,1
496,Male,Black,46,13,25,51.87,33.07,6,9,2.76,0
497,Female,White,53,15,29,89.16,46.41,2,8,2.58,1
498,Male,White,59,20,35,94.67,57.76,7,13,3.55,1
499,Non-Binary,White,43,20,23,88.79,61.48,4,5,2.66,1
500,Non-Binary,White,37,17,16,58.31,94.5,4,7,3.28,1
501,Female,Asian,50,20,29,75.2,69.2,4,9,3.35,1
502,Female,Black,37,15,14,94.89,33.16,3,2,2.91,0
503,Male,Black,33,12,11,59.24,58.55,0,9,2.16,0
504,Female,White,38,13,18,89.2,59.15,0,1,3.4,0
505,Female,White,58,12,35,40.57,97.58,6,3,2.15,1
506,Male,Asian,48,19,25,40.22,71.94,7,11,2.2,0
507,Non-Binary,Other,46,20,28,85.58,74.5,2,8,2.39,1
508,Female,White,34,21,16,85.69,79.93,1,8,2.56,1
509,Non-Binary,Hispanic,29,17,11,87.34,83.9,2,2,3.69,0
510,Female,Black,26,13,7,95.8,74.45,7,11,3.35,0
511,Female,Black,33,17,9,47.07,46.6,0,12,2.77,0
512,Male,Black,24,20,3,53.92,91.18,7,0,3.96,0
513,Non-Binary,White,56,14,35,94.22,81.25,6,0,2.49,1
514,Female,White,54,20,33,50.63,81.93,3,3,3.22,0
515,Male,Asian,43,13,21,80.93,99.76,7,3,3.69,1
516,Male,White,30,16,6,71.83,86.18,2,10,3.6,1
517,Male,Other,39,13,16,44.99,88.04,6,11,2.18,0
518,Female,Black,50,18,26,57.12,96.6,1,14,3.39,0
519,Non-Binary,White,48,21,25,71.22,40.58,5,9,2.52,1
520,Male,Asian,57,20,35,91.14,64.84,2,5,2.71,1
521,Female,White,38,18,14,82.45,70.64,7,4,2.98,0
522,Male,Black,55,16,32,77.31,53.05,6,5,3.58,1
523,Non-Binary,Asian,24,15,3,69.76,88.76,4,9,2.33,0
524,Female,Other,26,15,8,57.92,83.37,1,6,2.22,0
525,Female,Hispanic,35,21,17,47.15,80.46,4,6,2.31,0
526,Female,Asian,24,19,6,64.54,99.8,3,9,2.44,0
527,Male,Asian,44,21,23,41.71,48.16,0,13,2.12,0
528,Male,Other,51,21,30,52.66,81.48,2,9,3.85,1
529,Male,White,44,21,23,65.95,68.6,6,8,2.64,1
530,Female,White,48,21,30,65.12,51.91,2,14,2.35,1
531,Female,White,31,21,7,42.66,41.24,4,5,3.28,0
532,Non-Binary,White,46,12,23,75.34,92.71,4,7,3.57,1
533,Non-Binary,Asian,34,16,13,72.98,71.68,0,1,3.51,0
534,Female,Asian,37,13,13,44.69,87.75,6,7,3.44,0
535,Female,Black,55,20,32,96.59,68.17,2,8,2.1,1
536,Non-Binary,White,58,18,35,45.96,45.4,6,3,3.56,0
537,Female,Asian,43,21,19,91.29,53.63,0,14,3.0,0
538,Male,White,38,19,20,40.02,56.71,4,4,3.3,1
539,Female,Asian,44,17,25,92.94,98.11,7,4,3.91,1
540,Male,Black,57,20,35,41.18,30.39,5,1,3.62,0
541,Non-Binary,White,30,17,8,85.47,99.0,6,4,3.65,1
542,Female,White,23,18,0,61.7,98.63,4,8,2.36,0
543,Male,White,53,18,32,84.29,99.73,1,3,2.95,1
544,Female,Hispanic,43,20,23,64.1,63.36,4,9,3.9,0
545,Female,Other,34,19,11,44.25,97.47,4,2,3.17,0
546,Male,Asian,29,12,10,86.05,57.69,6,13,2.21,0
547,Male,White,22,15,1,44.28,31.84,5,6,3.46,0
548,Female,Black,38,18,18,95.33,45.7,0,7,2.09,0
549,Female,Asian,33,19,9,43.06,96.17,1,12,3.48,0
550,Female,Hispanic,25,18,1,68.76,30.96,1,12,3.76,0
551,Female,White,34,14,14,83.38,68.22,2,9,2.85,1
552,Female,White,52,15,33,63.59,35.29,5,5,2.83,0
553,Female,Asian,28,18,8,53.03,50.05,7,5,2.61,0
554,Female,White,44,19,21,85.55,36.17,3,12,3.75,1
555,Female,White,45,18,21,87.06,90.17,2,4,3.1,1
556,Male,White,26,17,6,95.36,71.37,2,10,3.16,1
557,Male,Black,26,20,4,62.57,93.15,7,5,3.32,0
558,Male,Hispanic,38,20,16,70.38,78.18,2,8,2.6,1
559,Female,Other,51,18,31,61.79,97.97,1,14,2.87,1
560,Female,Black,30,19,7,55.42,65.69,0,1,3.48,0
561,Female,Black,27,17,3,85.06,74.71,6,9,3.97,0
562,Male,White,46,12,24,60.38,70.34,7,10,2.07,1
563,Male,Black,40,12,20,65.69,63.9,4,14,2.09,0
564,Male,White,37,17,19,64.22,89.22,1,2,2.86,1
565,Male,Asian,42,13,22,82.76,75.12,4,0,3.32,1
566,Female,White,23,19,2,95.07,86.09,7,3,2.77,1
567,Male,White,31,12,11,80.01,85.05,4,1,4.0,1
568,Male,White,37,13,14,68.29,43.37,3,5,2.39,0
569,Non-Binary,White,58,19,35,86.75,75.51,6,14,2.02,1
570,Male,White,36,17,15,78.46,43.98,2,12,2.38,1
571,Female,White,34,21,12,43.64,70.83,3,14,3.77,0
572,Female,Other,34,13,12,45.74,77.42,2,0,2.29,0
573,Male,Black,53,13,30,42.28,99.81,1,7,2.96,0
574,Female,Black,29,18,9,67.41,32.14,4,9,2.84,0
575,Female,Hispanic,39,16,16,89.55,36.39,3,5,3.33,0
576,Non-Binary,Other,57,16,35,58.78,35.39,7,8,2.11,0
577,Male,Black,47,19,26,63.05,57.89,7,11,3.32,1
578,Non-Binary,Hispanic,31,18,8,94.57,87.51,5,5,2.71,1
579,Female,White,52,20,29,90.21,89.08,1,9,3.85,1
580,Male,White,54,15,35,79.9,81.59,1,6,3.7,1
581,Female,Black,50,21,31,56.01,92.78,7,4,2.8,0
582,Non-Binary,Asian,26,15,2,47.02,52.6,5,13,3.99,0
583,Female,Asian,34,13,11,40.96,36.17,2,7,2.1,0
584,Male,White,22,14,3,46.42,34.07,4,7,3.58,0
585,Female,White,44,12,20,57.56,89.65,2,9,2.87,0
586,Male,Asian,24,12,6,73.11,81.13,2,8,2.87,0
587,Male,White,24,18,4,43.84,78.9,1,11,2.34,0
588,Male,Black,28,16,8,48.17,53.78,7,5,3.03,0
589,Male,Asian,57,14,35,50.86,56.59,2,0,2.17,0
590,Male,Asian,56,18,35,77.92,97.07,0,8,3.23,1
591,Male,Hispanic,36,13,17,76.95,34.47,5,2,2.48,0
592,Female,Hispanic,24,14,0,73.05,84.16,6,8,3.45,0
593,Male,Black,50,12,30,55.03,51.67,5,6,3.21,0
594,Male,Asian,51,19,29,62.27,32.73,4,13,3.49,1
595,Female,Asian,39,13,16,45.8,81.98,5,11,3.5,0
596,Female,White,32,18,13,53.59,53.16,7,12,2.39,0
597,Female,White,59,20,35,93.86,80.55,2,2,2.0,1
598,Male,White,22,17,3,98.78,79.54,2,8,2.73,1
599,Male,Black,50,13,26,78.86,67.44,3,13,3.84,1
600,Male,Asian,31,13,11,95.01,84.42,4,6,3.16,1
601,Male,Hispanic,49,20,27,78.56,70.67,4,6,3.46,1
602,Male,White,52,21,29,41.99,50.06,5,6,3.76,1
603,Male,White,40,19,17,99.81,81.39,2,1,3.81,1
604,Male,Other,24,20,4,45.94,71.24,0,10,3.06,0
605,Male,White,57,15,35,80.96,30.89,7,3,3.08,1
606,Female,Black,36,15,12,55.17,93.12,7,9,3.7,0
607,Male,Black,54,13,35,63.52,68.2,3,7,3.61,1
608,Male,Black,47,21,28,78.76,90.8,0,11,3.4,1
609,Female,White,37,12,19,66.19,91.79,7,1,3.21,0
610,Female,White,57,21,35,55.03,61.15,2,12,3.23,1
611,Male,White,54,15,31,60.07,65.54,4,3,2.73,1
612,Female,Black,41,21,22,60.49,59.1,4,9,3.68,0
613,Female,Black,34,21,16,97.56,61.46,6,7,3.24,1
614,Male,White,54,19,31,87.92,92.66,7,14,2.45,1
615,Female,Asian,26,13,3,67.51,85.17,0,11,2.48,0
616,Non-Binary,Hispanic,58,19,35,51.99,38.86,6,2,3.72,0
617,Male,White,35,12,14,88.66,72.72,6,11,3.25,1
618,Male,Black,48,12,30,49.43,99.71,1,5,2.8,0
619,Female,Asian,44,15,23,52.63,71.69,7,11,2.37,0
620,Female,White,35,18,14,61.96,85.01,7,1,3.22,1
621,Male,White,25,20,7,92.82,83.83,2,7,2.37,1
622,Male,Asian,40,16,18,47.91,54.52,4,7,2.94,0
623,Male,Hispanic,25,13,5,47.33,56.03,5,11,3.36,0
624,Female,Hispanic,51,18,33,69.64,80.69,1,12,3.13,1
625,Female,Black,40,13,17,56.58,65.0,4,0,3.84,0
626,Male,Asian,52,20,34,74.12,69.94,5,2,2.08,1
627,Female,White,52,20,33,67.1,79.9,4,13,2.56,1
628,Female,Asian,30,14,12,66.1,84.43,1,14,2.11,0
629,Male,Black,34,19,12,46.72,49.01,0,1,2.39,0
630,Male,White,35,15,14,48.46,40.28,2,6,2.25,0
631,Female,Asian,31,14,7,89.26,50.43,6,6,3.47,0
632,Female,Black,52,12,30,93.15,65.53,1,3,2.74,0
633,Female,White,58,16,35,54.08,53.95,1,11,3.85,0
634,Female,Other,44,15,24,46.81,69.79,6,11,2.05,0
635,Male,White,48,12,29,43.21,33.74,7,7,3.31,0
636,Male,White,27,21,5,76.5,65.68,4,2,3.94,1
637,Female,White,47,19,29,82.92,55.76,7,13,2.35,1
638,Male,Hispanic,23,19,4,62.37,67.43,5,8,2.88,0
639,Male,Asian,34,19,14,80.78,59.58,6,4,3.4,1
640,Male,White,40,14,22,82.78,49.9,1,13,3.27,1
641,Male,Asian,22,17,0,96.12,93.29,7,12,3.13,1
642,Male,White,53,18,30,43.89,42.93,2,14,2.65,1
643,Male,Hispanic,43,20,20,51.54,77.7,6,13,3.46,1
644,Male,Black,50,16,29,44.11,94.73,6,1,3.31,0
645,Male,Black,23,20,2,92.08,67.71,0,8,2.33,0
646,Female,Other,59,17,35,87.56,91.35,5,0,3.93,1
647,Female,White,32,21,9,74.48,38.74,7,10,3.11,0
648,Female,White,38,21,17,45.02,64.57,0,7,3.05,0
649,Female,Black,29,21,10,56.4,61.99,7,5,3.7,0
650,Female,Other,43,15,21,57.86,30.57,0,11,3.28,0
651,Male,White,25,12,5,73.64,61.03,2,0,2.15,0
652,Female,White,32,12,14,55.48,55.83,4,13,3.01,0
653,Female,White,29,21,8,44.38,76.89,5,3,3.56,0
654,Female,Black,30,16,6,83.85,95.68,5,2,3.4,0
655,Male,White,47,14,29,57.94,36.01,7,6,3.94,0
656,Male,Asian,23,16,0,67.14,52.92,6,6,2.05,0
657,Male,Other,37,16,13,47.66,61.08,2,5,2.52,0
658,Male,Black,52,12,32,88.15,61.86,7,13,3.1,1
659,Female,White,27,19,7,73.93,84.24,5,9,3.24,1
660,Female,Black,42,16,18,94.1,61.04,1,13,2.55,0
661,Male,White,47,16,26,69.73,31.9,3,9,3.65,1
662,Non-Binary,Hispanic,40,20,19,96.49,79.71,6,11,2.33,1
663,Female,Black,49,19,26,93.51,91.94,3,7,2.0,1
664,Male,White,29,12,10,74.59,65.97,3,6,3.9,0
665,Male,Asian,35,14,12,96.03,70.68,0,3,2.78,0
666,Male,Black,45,18,23,59.39,41.41,7,6,3.91,0
667,Male,Asian,58,12,35,61.94,45.45,5,14,2.56,0
668,Male,White,47,12,29,42.73,46.46,7,0,2.13,0
669,Male,Hispanic,52,16,30,75.35,60.15,6,2,3.55,1
670,Male,Other,53,20,30,83.32,94.97,2,1,3.67,1
671,Male,Asian,23,17,4,86.41,66.52,5,6,2.98,0
672,Female,Other,46,21,27,48.99,43.45,2,8,2.15,0
673,Male,White,23,13,1,66.65,48.63,7,4,3.31,0
674,Female,Black,22,20,0,50.61,56.88,5,8,2.36,0
675,Male,Asian,57,17,35,79.73,73.63,6,11,3.7,1
676,Non-Binary,Black,33,16,14,49.48,60.8,7,12,2.55,0
677,Male,Black,30,16,12,94.25,57.47,6,7,3.7,1
678,Male,White,57,14,35,53.84,69.53,0,0,2.85,0
679,Non-Binary,White,49,17,30,57.48,46.93,6,13,3.19,0
680,Female,White,59,15,35,91.05,35.52,1,10,3.58,1
681,Female,White,54,21,35,67.51,31.71,3,1,2.08,0
682,Male,Asian,43,13,21,41.44,47.59,3,5,3.64,0
683,Male,White,46,14,22,69.68,36.41,5,4,2.28,0
684,Female,White,39,20,21,45.07,53.54,0,14,2.72,0
685,Non-Binary,Black,27,20,8,99.12,84.11,3,10,2.95,1
686,Female,Black,39,17,19,75.29,80.14,5,6,3.79,0
687,Female,Hispanic,37,21,14,55.39,72.76,6,8,2.04,0
688,Male,Black,36,21,18,73.82,89.68,4,13,3.12,1
689,Female,White,29,20,5,44.61,49.74,5,3,3.29,0
690,Male,Hispanic,34,15,14,87.99,91.95,2,7,2.63,1
691,Male,Black,28,16,10,95.52,57.95,3,3,2.58,1
692,Male,White,38,21,14,92.47,58.06,3,2,2.98,1
693,Female,Black,53,17,32,60.51,58.37,4,11,2.37,0
694,Male,Other,43,20,19,59.55,36.87,6,1,2.94,1
695,Male,White,34,16,10,42.11,98.28,1,7,3.53,1
696,Female,White,44,19,23,79.08,39.7,7,14,3.69,1
697,Male,White,50,12,31,72.09,53.86,5,10,2.77,1
698,Female,White,43,16,20,67.56,52.35,1,7,3.23,0
699,Male,Black,22,21,2,94.46,35.23,5,10,2.0,0
700,Female,Black,50,12,32,50.07,40.66,4,11,3.1,0
701,Female,White,26,21,4,40.58,33.14,1,2,3.95,0
702,Male,Other,56,17,33,44.4,50.47,0,0,2.62,0
703,Male,Hispanic,31,18,13,53.4,90.67,4,12,3.19,1
704,Male,Black,40,16,16,42.0,53.76,6,5,3.52,0
705,Male,Hispanic,58,12,35,70.17,38.66,7,4,3.22,0
706,Non-Binary,White,28,17,7,58.85,75.2,5,7,2.84,0
707,Male,Black,56,21,33,50.83,99.76,2,14,2.31,1
708,Female,Asian,34,16,15,85.01,46.26,6,5,2.93,0
709,Male,Hispanic,31,17,11,52.27,49.57,6,3,2.59,0
710,Female,Hispanic,23,21,0,81.26,98.03,2,9,3.39,0
711,Female,White,27,18,4,60.96,42.51,2,9,2.88,0
712,Female,Other,29,18,10,70.71,65.78,5,11,3.7,0
713,Female,White,57,13,35,96.03,46.78,6,14,2.39,1
714,Male,Hispanic,46,14,25,42.24,95.26,3,11,2.84,0
715,Male,Other,28,17,9,70.02,98.71,4,10,3.12,1
716,Non-Binary,White,44,14,26,91.27,87.03,4,1,2.25,1
717,Female,Asian,40,13,19,75.28,52.03,7,7,3.18,0
718,Non-Binary,White,43,15,24,56.61,58.24,1,4,2.58,0
719,Male,Black,34,16,11,63.86,46.96,4,11,2.46,0
720,Female,Black,42,21,21,80.82,92.35,7,14,2.28,1
721,Non-Binary,Black,22,20,0,93.45,94.02,7,7,2.7,0
722,Male,Other,40,14,18,42.46,59.32,6,14,3.86,0
723,Male,Asian,54,14,34,44.29,75.96,4,4,2.06,0
724,Female,Black,25,17,4,59.5,41.59,6,5,3.7,0
725,Female,Hispanic,24,16,4,53.97,60.45,1,12,2.79,0
726,Female,Other,48,17,30,55.9,74.2,4,14,3.12,0
727,Male,White,56,18,35,53.28,56.98,4,9,3.03,1
728,Female,Other,49,14,25,51.75,55.03,7,13,3.85,0
729,Male,White,27,16,9,47.84,30.07,0,4,3.54,0
730,Male,Hispanic,27,19,5,96.04,86.3,5,10,3.97,1
731,Male,White,44,15,21,48.65,92.25,1,2,3.59,0
732,Female,White,54,21,32,52.26,97.86,0,9,2.59,1
733,Female,Black,37,13,13,54.78,80.35,3,7,3.93,0
734,Female,Asian,45,15,22,95.98,68.42,1,2,3.97,0
735,Male,White,26,13,5,85.34,48.85,6,3,2.25,0
736,Female,White,34,14,13,87.38,99.95,5,5,3.8,1
737,Male,Black,33,15,15,46.29,71.28,4,1,3.33,0
738,Female,Other,26,15,4,90.18,77.68,6,13,3.84,0
739,Male,White,58,21,35,64.49,77.77,4,6,3.83,1
740,Male,White,52,20,33,55.77,89.17,0,4,3.78,1
741,Female,Black,49,21,26,74.55,30.68,0,11,3.77,0
742,Male,White,49,17,29,89.33,45.42,3,9,2.24,1
743,Female,Hispanic,51,20,27,86.72,76.59,3,12,2.29,1
744,Female,Hispanic,39,15,21,93.4,92.66,5,4,2.24,1
745,Male,Black,48,20,27,95.69,77.97,4,4,2.18,1
746,Female,White,56,20,34,54.29,58.94,6,12,2.71,0
747,Male,Hispanic,47,17,24,65.43,55.31,2,12,3.37,0
748,Female,Black,39,16,18,40.88,81.66,6,1,2.71,0
749,Non-Binary,Hispanic,54,14,32,92.76,81.89,7,10,3.44,1
750,Female,Asian,46,16,25,49.27,72.49,3,12,3.64,0
751,Male,Hispanic,52,14,30,91.69,50.4,4,14,3.33,0
752,Non-Binary,Black,58,16,35,59.76,94.76,6,14,2.93,1
753,Female,Black,23,16,4,62.09,68.63,6,11,2.59,0
754,Male,Other,54,13,34,42.35,85.33,3,9,2.25,0
755,Male,Black,53,20,29,59.61,45.0,7,8,2.99,0
756,Female,Asian,39,18,18,93.3,54.08,6,2,3.44,0
757,Female,White,38,17,14,41.53,91.22,6,11,3.1,0
758,Female,Asian,55,16,34,64.38,33.51,1,6,3.44,0
759,Female,Black,28,15,10,41.88,65.86,7,4,2.67,0
760,Female,White,56,19,33,62.26,63.72,0,9,2.13,0
761,Male,White,51,13,31,50.36,82.59,4,9,3.54,1
762,Male,Asian,33,19,15,55.13,49.73,6,4,2.44,0
763,Male,Hispanic,56,12,35,92.66,45.33,3,14,3.23,1
764,Female,Black,32,21,12,66.16,94.83,0,3,3.61,0
765,Male,White,25,12,1,56.43,70.02,7,9,2.28,0
766,Female,Asian,46,14,23,75.36,37.33,6,5,3.2,0
767,Female,White,53,16,31,48.53,43.51,6,6,3.38,0
768,Female,Black,41,17,23,55.56,99.92,2,6,3.49,0
769,Male,White,52,15,32,72.77,43.69,3,10,2.3,1
770,Female,White,25,18,6,54.25,72.73,4,11,3.65,0
771,Male,White,59,18,35,80.75,59.41,1,14,2.19,1
772,Female,White,22,13,0,69.49,91.99,0,7,3.04,0
773,Male,White,24,13,1,86.32,82.86,7,4,2.89,1
774,Male,White,58,13,34,96.89,71.79,0,6,2.44,1
775,Female,Black,43,13,24,46.95,30.75,1,11,2.6,0
776,Male,Black,38,20,15,60.08,91.59,4,13,2.33,1
777,Male,White,35,16,12,59.17,61.13,5,14,2.85,1
778,Female,Hispanic,56,19,34,49.07,95.21,7,3,2.07,0
779,Female,White,34,16,10,88.62,64.69,2,14,3.78,1
780,Female,Black,56,16,32,85.59,78.6,5,8,2.33,1
781,Female,White,23,12,4,69.07,34.85,7,4,3.77,0
782,Female,White,34,17,11,72.27,82.16,6,2,3.73,1
783,Male,Black,37,15,15,43.57,53.66,1,4,2.9,0
784,Male,Black,39,14,18,73.33,54.6,2,8,3.0,0
785,Male,Hispanic,28,17,8,87.48,38.31,4,12,2.6,0
786,Non-Binary,Black,57,13,35,74.43,40.28,3,12,3.99,0
787,Female,Other,51,19,27,55.92,43.0,3,10,3.34,0
788,Male,White,28,12,6,80.05,52.97,7,7,3.9,1
789,Female,White,36,20,17,61.69,92.44,7,0,2.83,1
790,Non-Binary,White,40,19,18,72.69,55.78,5,4,3.77,0
791,Male,White,58,12,35,69.25,80.71,4,5,2.9,1
792,Female,Black,23,21,3,62.87,35.79,2,14,3.73,0
793,Female,Asian,34,20,10,83.13,71.38,7,12,2.26,1
794,Female,White,52,13,31,93.03,63.73,7,9,3.27,1
795,Male,Other,37,14,14,40.31,98.46,5,12,3.36,0
796,Female,Hispanic,27,13,3,96.02,89.23,1,10,3.31,0
797,Non-Binary,White,49,19,31,70.69,61.84,5,1,2.89,1
798,Female,White,53,13,34,82.04,84.26,4,13,3.37,1
799,Female,White,31,21,7,91.34,43.51,6,14,2.48,1
800,Non-Binary,White,39,13,17,68.03,69.36,4,5,3.19,0
801,Female,White,25,12,7,90.1,35.22,3,13,3.11,0
802,Male,Black,30,18,10,50.66,54.37,1,8,2.64,0
803,Female,White,28,13,7,49.55,45.81,3,13,3.56,0
804,Female,White,29,21,9,79.45,80.32,2,3,2.16,1
805,Male,Other,28,16,6,92.21,64.31,2,2,2.34,1
806,Female,Asian,24,16,3,93.55,82.57,0,8,2.94,0
807,Non-Binary,Other,38,14,17,78.62,66.07,4,1,3.78,0
808,Non-Binary,White,23,14,0,71.53,36.05,1,11,3.15,0
809,Female,White,36,14,15,59.88,81.48,1,8,3.68,0
810,Male,Black,50,17,26,98.8,88.33,3,10,3.04,1
811,Non-Binary,White,43,15,23,59.18,93.25,5,9,3.57,1
812,Female,White,25,14,6,84.65,70.04,5,10,2.65,0
813,Male,Asian,27,13,8,71.92,82.75,3,10,3.63,0
814,Non-Binary,Asian,59,14,35,76.51,82.64,6,1,2.8,1
815,Female,Black,47,15,24,63.61,40.9,5,13,3.12,0
816,Female,Black,32,17,11,97.89,41.5,1,12,2.35,0
817,Female,Black,47,15,25,74.3,34.96,7,10,3.84,0
818,Male,White,38,19,20,96.27,52.39,7,13,3.4,1
819,Male,White,45,14,27,40.46,63.15,7,14,3.72,1
820,Male,White,49,14,25,74.36,99.85,3,9,2.42,1
821,Female,White,56,14,33,83.03,60.17,7,2,2.14,1
822,Male,Other,52,19,34,84.7,80.84,5,12,2.67,1
823,Male,Black,34,15,13,94.3,78.54,0,6,3.03,0
824,Male,Asian,56,12,35,40.26,44.31,4,1,3.6,0
825,Female,White,37,13,15,40.02,34.1,0,0,2.8,0
826,Non-Binary,White,36,21,15,68.34,68.22,5,8,2.54,1
827,Male,White,39,13,16,41.76,79.02,2,5,2.75,0
828,Male,White,58,14,35,98.47,99.88,1,8,3.41,1
829,Female,White,48,17,30,53.32,55.1,0,11,2.67,0
830,Female,Hispanic,56,19,34,68.36,92.75,0,2,3.96,1
831,Male,Asian,56,12,34,43.67,56.74,3,2,2.35,0
832,Female,Black,49,20,27,71.32,78.26,3,9,3.51,0
833,Male,Black,59,12,35,62.8,71.88,3,11,3.18,1
834,Male,Other,30,21,9,42.68,33.71,5,2,2.47,0
835,Female,White,33,13,11,60.11,35.49,6,1,3.51,0
836,Male,White,36,14,15,63.49,31.45,6,12,2.9,0
837,Non-Binary,White,42,18,20,99.4,55.96,7,10,3.36,1
838,Male,Hispanic,56,20,34,52.47,82.21,2,5,3.32,1
839,Female,Other,54,14,31,72.69,42.09,0,2,2.22,0
840,Female,White,40,19,19,99.24,72.41,4,4,3.68,1
841,Male,Hispanic,44,20,25,87.52,50.22,7,12,3.36,1
842,Female,Hispanic,34,21,13,99.6,85.79,7,10,3.56,1
843,Male,White,22,18,2,98.1,85.89,3,4,2.9,1
844,Non-Binary,White,50,15,32,69.37,84.28,2,9,2.39,1
845,Male,Black,45,15,26,81.78,66.74,5,2,2.65,1
846,Male,Other,37,15,14,46.63,49.92,7,2,3.8,0
847,Male,White,46,17,25,66.47,86.66,2,0,3.88,1
848,Non-Binary,Hispanic,44,15,21,88.54,43.03,3,5,2.96,0
849,Female,White,49,16,30,70.32,50.28,1,2,2.6,0
850,Female,Asian,37,20,14,82.16,42.88,7,14,3.46,0
851,Male,Black,59,18,35,84.75,77.19,0,0,3.53,1
852,Female,Black,32,19,8,55.21,78.04,3,12,3.63,0
853,Male,Hispanic,24,16,3,92.54,75.68,4,13,2.06,1
854,Female,Hispanic,36,16,13,67.59,59.09,0,13,2.02,0
855,Male,Hispanic,22,18,0,52.61,37.01,2,12,2.71,0
